,,n = 8 halfsize = 8 (16x16),,,n = 8 halfsize = 16 (32x32),,,n = 8 halfsize = 32 (64x64),,,n = 8 halfsize = 64 (128x128),,,n = 16 halfsize = 8 (16x16),,,n = 16 halfsize = 16 (32x32),,,n = 16 halfsize = 32 (64x64),,,n = 16 halfsize = 64 (128x128),,,n = 32 halfsize = 8 (16x16),,,n = 32 halfsize = 16 (32x32),,,n = 32 halfsize = 32 (64x64),,,n = 32 halfsize = 64 (128x128),,,n = 64 halfsize = 8 (16x16),,,n = 64 halfsize = 16 (32x32),,,n = 64 halfsize = 32 (64x64),,,n = 64 halfsize = 64 (128x128),,,n = 128 halfsize = 8 (16x16),,,n = 128 halfsize = 16 (32x32),,,n = 128 halfsize = 32 (64x64),,,n = 128 halfsize = 64 (128x128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
location index,capacity index,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,total regret,extra distance,extra buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,50,14,1,48,18,2,143,62,2,1146,191,4,359,49,7,789,79,9,2397,182,7,3268,387,7,590,127,15,565,195,17,2864,393,17,6464,1020,18,1432,278,30,3936,647,36,5632,1167,35,8349,2108,35,2445,644,70,2802,1291,66,8813,2284,66,15770,5068,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,14,1,253,21,3,176,62,2,1084,191,4,369,49,7,643,79,9,1741,193,7,4178,307,7,736,124,15,600,201,17,2363,372,16,5409,945,17,1481,277,30,2301,658,35,5440,1163,35,7631,2115,35,2396,645,70,3001,1291,66,8011,2300,66,15206,5068,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,42,14,1,49,18,2,198,62,2,1145,191,4,340,49,7,663,79,9,2841,196,8,3036,347,7,575,127,14,585,201,17,2374,381,16,5874,945,17,1513,280,30,2771,656,36,5194,1172,35,8664,2108,35,2167,644,70,2919,1291,66,8354,2286,66,15959,5068,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,42,14,1,45,18,2,152,62,2,1268,191,4,383,49,7,584,81,9,1970,193,7,3219,347,7,545,126,14,722,205,18,2384,381,16,5145,960,17,1510,268,29,2326,650,35,6254,1152,35,8318,2115,35,2387,644,70,2930,1291,66,9005,2283,66,14666,5068,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
